v1,v2,Unnamed: 2,Unnamed: 3,Unnamed: 4
ham,"Geeeee ... Your internet is really bad today, eh ?",,,
ham,"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e",,,
ham,If I die I want u to have all my stuffs.,,,
ham,"Hey sexy buns ! Have I told you ? I adore you, loverboy. I hope you remember to thank your sister in law for those meatballs *grins* ... i love you, babe",,,
ham,yay! finally lol. i missed our cinema trip last week :-(,,,
ham,"I.ll always be there, even if its just in spirit. I.ll get a bb soon. Just trying to be sure i need it.",,,
ham,Our Prashanthettan's mother passed away last night. pray for her and family.,,,
ham,That would be great. We'll be at the Guild. Could meet on Bristol road or somewhere - will get in touch over weekend. Our plans take flight! Have a good week,,,
ham,Is fujitsu s series lifebook good?,,,
ham,"Hello. Sort of out in town already. That . So dont rush home, I am eating nachos. Will let you know eta.",,,
ham,"Yeah, give me a call if you've got a minute",,,
ham,K k:) sms chat with me.,,,
ham,K:)k.are you in college?,,,
ham,Did u got that persons story,,,
ham,I might come to kerala for 2 days.so you can be prepared to take a leave once i finalise .dont plan any travel during my visit.need to finish urgent works.,,,
ham,Any pain on urination any thing else?,,,
spam,TBS/PERSOLVO. been chasing us since Sept forå£38 definitely not paying now thanks to your information. We will ignore them. Kath. Manchester.,,,
ham,"Bloody hell, cant believe you forgot my surname Mr . Ill give u a clue, its spanish and begins with m... ",,,
ham,"Alright omw, gotta change my order to a half8th",,,
ham,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, being 'SIMPLE' is very difficult.. Gud nte.:-",,,
ham,"Don't Think About \What u Have Got\"" Think About \""How to Use It That You Have Got\"" gooD ni8""",,,
ham,Oh k. . I will come tomorrow,,,
ham,I know she called me,,,
ham,&lt;#&gt;  am I think? Should say on syllabus,,,
ham,No sir. That's why i had an 8-hr trip on the bus last week. Have another audition next wednesday but i think i might drive this time.,,,
ham,Beautiful truth : Expression of the face could Be seen by everyone... But the depression of heart Could be understood only By the Loved ones.. Gud Ni8;-),,,
ham,"Ever green quote ever told by Jerry in cartoon \A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt""",,,
ham,"How about clothes, jewelry, and trips?",,,
ham,Hey now am free you can call me.,,,
ham,I want to tell you how bad I feel that basically the only times I text you lately are when I need drugs,,,
ham,"Not sure yet, still trying to get a hold of him",,,
ham,I am back. Bit long cos of accident on a30. Had to divert via wadebridge.I had a brilliant weekend thanks. Speak soon. Lots of love,,,
ham,"Coffee cake, i guess...",,,
ham,I went to project centre,,,
ham,Dear umma she called me now :-),,,
ham,Bring home some Wendy =D,,,
ham,"Tonight? Yeah, I'd be down for that",,,
ham,Great. Have a safe trip. Dont panic surrender all.,,,
ham,hi baby im sat on the bloody bus at the mo and i wont be home until about 7:30 wanna do somethin later? call me later ortxt back jess xx,,,
ham,"Yeah we wouldn't leave for an hour at least, how's 4 sound?",,,
ham,Yunny... I'm goin to be late,,,
spam,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call",,,
ham,Even u dont get in trouble while convincing..just tel him once or twice and just tel neglect his msgs dont c and read it..just dont reply,,,
ham,if you text on your way to cup stop that should work. And that should be BUS,,,
ham,Ok enjoy . R u there in home.,,,
ham,Weightloss! No more girl friends. Make loads of money on ebay or something. And give thanks to God.,,,
ham,I've been searching for the right words to thank you for this breather. I promise i wont take your help for granted and will fulfil my promise. You have been wonderful and a blessing at all times.,,,
ham,I.ll get there tomorrow and send it to you,,,
ham,No problem with the renewal. I.ll do it right away but i dont know his details.,,,
ham,Hello hun how ru? Its here by the way. Im good. Been on 2 dates with that guy i met in walkabout so far. We have to meet up soon. Hows everyone else?,,,
ham,SERIOUSLY. TELL HER THOSE EXACT WORDS RIGHT NOW.,,,
ham,Yep get with the program. You're slacking.,,,
ham,I will come tomorrow di,,,
ham,"No I'm good for the movie, is it ok if I leave in an hourish?",,,
ham,Shuhui has bought ron's present it's a swatch watch...,,,
ham,U havenåÕt lost me ill always b here 4u.i didnåÕt intend 2 hurt u but I never knew how u felt about me when Iwas+marine&thatåÕs what itried2tell urmom.i careabout u,,,
ham,Hi' Test on  &lt;#&gt; rd ....,,,
ham,No need lar. Jus testing e phone card. Dunno network not gd i thk. Me waiting 4 my sis 2 finish bathing so i can bathe. Dun disturb u liao u cleaning ur room.,,,
spam,"Free Msg: get Gnarls Barkleys \Crazy\"" ringtone TOTALLY FREE just reply GO to this message right now!""",,,
ham,"I think we're going to finn's now, come",,,
ham,SO IS TH GOWER MATE WHICH IS WHERE I AM!?! HOW R U MAN? ALL IS GOOD IN WALES ILL B BACK åÔMORROW. C U THIS WK? WHO WAS THE MSG 4? åÐ RANDOM!,,,
ham,Midnight at the earliest,,,
ham,I'm home...,,,
ham,"Did I forget to tell you ? I want you , I need you, I crave you ... But most of all ... I love you my sweet Arabian steed ... Mmmmmm ... Yummy",,,
ham,How are you enjoying this semester? Take care brother.,,,
ham,Do u noe how 2 send files between 2 computers?,,,
ham,Dear where you will be when i reach there,,,
ham,"Until 545 lor... Ya, can go 4 dinner together...",,,
ham,Y she dun believe leh? I tot i told her it's true already. I thk she muz c us tog then she believe.,,,
spam,Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase,,,
ham,&lt;#&gt;  great loxahatchee xmas tree burning update: you can totally see stars here,,,
ham,K I'll take care of it,,,
spam,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate",,,
ham,"It's that time of the week again, ryan",,,
ham,Can you plz tell me the ans. BSLVYL sent via fullonsms.com,,,
ham,Sent me de webadres for geting salary slip,,,
ham,What type of stuff do you sing?,,,
ham,Hiya. How was last night? I've been naughty and bought myself clothes and very little ... Ready for more shopping tho! What kind of time do you wanna meet?,,,
ham,Will you come online today night,,,
ham,You sure your neighbors didnt pick it up,,,
ham,Okay lor... Wah... like that def they wont let us go... Haha... What did they say in the terms and conditions?,,,
ham,"No, but you told me you were going, before you got drunk!",,,
spam,You have an important customer service announcement from PREMIER.,,,
ham,"Sorry to trouble u again. Can buy 4d for my dad again? 1405, 1680, 1843. All 2 big 1 small, sat n sun. Thanx.",,,
ham,All day working day:)except saturday and sunday..,,,
ham,Da my birthdate in certificate is in april but real date is today. But dont publish it. I shall give you a special treat if you keep the secret. Any way thanks for the wishes,,,
ham,Lmao!nice 1,,,
ham,I'm coming back on Thursday. Yay. Is it gonna be ok to get the money. Cheers. Oh yeah and how are you. Everything alright. Hows school. Or do you call it work now,,,
ham,"How long before you get reply, just defer admission til next semester",,,
ham,"Dear Hero,i am leaving to qatar tonite for an apt opportunity.pls do keep in touch at  &lt;EMAIL&gt; ,kerala",,,
ham,"I'm done. I'm sorry. I hope your next space gives you everything you want. Remember all the furniture is yours. If i'm not around when you move it, just lock all the locks and leave the key with jenne.",,,
ham,\SHIT BABE.. THASA BIT MESSED UP.YEH, SHE SHUDVETOLD U. DID URGRAN KNOW?NEWAY," ILLSPEAK 2 U2MORO WEN IM NOT ASLEEP...\""""",
ham,Morning only i can ok.,,,
spam,"Welcome to Select, an O2 service with added benefits. You can now call our specially trained advisors FREE from your mobile by dialling 402.",,,
ham,hanks lotsly!,,,
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",,,
spam,"Final Chance! Claim ur å£150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Subs 16",,,
ham,Pathaya enketa maraikara pa',,,
ham,You still around? I could use a half-8th,,,
spam,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN å£100 Cash WKENT/150P16+,,,
ham,Yes princess! I want to please you every night. Your wish is my command...,,,
ham,"Motivate Behind every darkness, there is a shining light waiting for you to find it... Behind every best friend, there is always trust and love... BSLVYL",,,
ham,Am not working but am up to eyes in philosophy so will text u later when a bit more free for chat...,,,
spam,"URGENT! You have won a 1 week FREE membership in our å£100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18",,,
ham,We are both fine. Thanks,,,
ham,In which place do you want da.,,,
ham,From someone not to smoke when every time I've smoked in the last two weeks is because of you calling or texting me that you wanted to smoke,,,
ham,Don't look back at the building because you have no coat and i don't want you to get more sick. Just hurry home and wear a coat to the gym!!!,,,
ham,Havent planning to buy later. I check already lido only got 530 show in e afternoon. U finish work already?,,,
ham,Heehee that was so funny tho,,,
ham,I sent you  &lt;#&gt;  bucks,,,
spam,"FREE RINGTONE text FIRST to 87131 for a poly or text GET to 87131 for a true tone! Help? 0845 2814032 16 after 1st free, tones are 3xå£150pw to eå£nd txt stop",,,
ham,Hey darlin.. i can pick u up at college if u tell me wen & where 2 mt.. love Pete xx,,,
ham,Me n him so funny...,,,
ham,I'm at work. Please call,,,
ham,At home also.,,,
ham,"Nice. Wait...should you be texting right now? I'm not gonna pay your ticket, ya know!",,,
spam,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE",,,
ham,Yup ok thanx...,,,
spam,83039 62735=å£450 UK Break AccommodationVouchers terms & conditions apply. 2 claim you mustprovide your claim number which is 15541 ,,,
ham,Why do you ask princess?,,,
ham,I'm gonna rip out my uterus.,,,
spam,Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394973 from Landline DATEBox1282EssexCM61XN 150p/min 18,,,
ham,It will stop on itself. I however suggest she stays with someone that will be able to give ors for every stool.,,,
ham,"Set a place for me in your heart and not in your mind, as the mind easily forgets but the heart will always remember. Wish you Happy Valentines Day!",,,
ham,Y bishan lei... I tot Ì_ say lavender? ,,,
ham,Chk in ur belovd ms dict,,,
ham,No just send to you. Bec you in temple na.,,,
spam,FreeMsg Today's the day if you are ready! I'm horny & live in your town. I love sex fun & games! Netcollex Ltd 08700621170150p per msg reply Stop to end,,,
ham,I told her I had a Dr appt next week. She thinks I'm gonna die. I told her its just a check. Nothing to be worried about. But she didn't listen.,,,
ham,Have you been practising your curtsey?,,,
spam,Gr8 new service - live sex video chat on your mob - see the sexiest dirtiest girls live on ur phone - 4 details text horny to 89070 to cancel send STOP to 89070,,,
ham,Desires- u going to doctor 4 liver. And get a bit stylish. Get ur hair managed. Thats it.,,,
ham,Leave it de:-). Start Prepare for next:-)..,,,
ham,I probably won't eat at all today. I think I'm gonna pop. How was your weekend? Did u miss me?,,,
ham,Ok lor... Sony ericsson salesman... I ask shuhui then she say quite gd 2 use so i considering...,,,
ham,Ard 530 like dat lor. We juz meet in mrt station then Ì_ dun haf to come out.,,,
spam,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08,,,
ham,"Got fujitsu, ibm, hp, toshiba... Got a lot of model how to say...",,,
ham,Id onluy matters when getting on from offcampus,,,
ham,Pls come quick cant bare this.,,,
ham,"Yetunde, i'm sorry but moji and i seem too busy to be able to go shopping. Can you just please find some other way to get what you wanted us to get. Please forgive me. You can reply free via yahoo messenger.",,,
ham,"Ya ok, then had dinner?",,,
ham,Really do hope the work doesnt get stressful. Have a gr8 day.,,,
ham,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,,,
ham,Lol ok ill try to send. Be warned Sprint is dead slow. You'll prolly get it tomorrow,,,
ham,How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day,,,
ham,"I want to show you the world, princess :) how about europe?",,,
ham,Thanx 4 e brownie it's v nice...,,,
ham,:-) :-),,,
ham,* Will be september by then!,,,
ham,If you're not in my car in an hour and a half I'm going apeshit,,,
ham,I've reached already.,,,
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08715203685 Identifier Code:4xx26 Expires 13/10/04,,,
ham,No need to say anything to me. I know i am an outsider,,,
ham,"I'll text carlos and let you know, hang on",,,
ham,But i juz remembered i gotta bathe my dog today..,,,
spam,You are a winner U have been specially selected 2 receive å£1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,,,
ham,"I get out of class in bsn in like  &lt;#&gt;  minutes, you know where advising is?",,,
ham,Check audrey's status right now,,,
ham,"Thanks again for your reply today. When is ur visa coming in. And r u still buying the gucci and bags. My sister things are not easy, uncle john also has his own bills so i really need to think about how to make my own money. Later sha.",,,
ham,Call him and say you not coming today ok and tell them not to fool me like this ok,,,
ham,haha but no money leh... Later got to go for tuition... Haha and looking for empty slots for driving lessons,,,
ham,Like a personal sized or what,,,
spam,Text BANNEDUK to 89555 to see! cost 150p textoperator g696ga 18+ XXX,,,
ham,"What's up bruv, hope you had a great break. Do have a rewarding semester.",,,
ham,Designation is software developer and may be she get chennai:),,,
ham,Yep then is fine 7.30 or 8.30 for ice age.,,,
spam,Kit Strip - you have been billed 150p. Netcollex Ltd. PO Box 1013 IG11 OJA,,,
ham,What your plan for pongal?,,,
ham,I hope you know I'm still mad at you.,,,
ham,Back in brum! Thanks for putting us up and keeping us all and happy. See you soon ,,,
ham,Hello! Good week? Fancy a drink or something later?,,,
ham,Aiyar u so poor thing... I give u my support k... Jia you! I'll think of u...,,,
spam,You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt,,,
ham,Did you stitch his trouser,,,
ham,Have your lunch and come quickly and open the door:),,,
ham,"A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND",,,
ham," said kiss, kiss, i can't do the sound effects! He is a gorgeous man isn't he! Kind of person who needs a smile to brighten his day! ",,,
ham,TaKe CaRE n gET WeLL sOOn,,,
ham,"Hi frnd, which is best way to avoid missunderstding wit our beloved one's?",,,
ham,"Ill call u 2mrw at ninish, with my address that icky American freek wont stop callin me 2 bad Jen k eh?",,,
ham,Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight? ,,,
ham,"Since when, which side, any fever, any vomitin.",,,
ham,"Can you pls pls send me a mail on all you know about relatives coming to deliver here? All you know about costs, risks, benefits and anything else. Thanks.",,,
ham,"I wasn't well babe, i have swollen glands at my throat ... What did you end up doing ?",,,
ham,I've reached sch already...,,,
ham,"Carlos took a while (again), we leave in a minute",,,
ham,This is my number by vivek..,,,
spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,,,
ham,I cant pick the phone right now. Pls send a message,,,
spam,PRIVATE! Your 2003 Account Statement for <fone no> shows 800 un-redeemed S. I. M. points. Call 08715203656 Identifier Code: 42049 Expires 26/10/04,,,
ham,Right it wasnt you who phoned it was someone with a number like yours!,,,
ham,Ya it came a while ago,,,
ham,"Aight, I'll ask a few of my roommates",,,
spam,Todays Voda numbers ending 1225 are selected to receive a å£50award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app ,,,
ham,How are you babes. Hope your doing ok. I had a shit nights sleep. I fell asleep at 5.IåÕm knackered and iåÕm dreading work tonight. What are thou upto tonight. X,,,
ham,U repeat e instructions again. Wat's e road name of ur house?,,,
ham,"Some friends want me to drive em someplace, probably take a while",,,
ham,Watching tv now. I got new job :),,,
ham,"What part of \don't initiate\"" don't you understand""",,,
ham,ÌÏ takin linear algebra today?,,,
ham,Where are you ? You said you would be here when I woke ... :-(,,,
ham,"As usual..iam fine, happy &amp; doing well..:)",,,
ham,"awesome, how do I deal with the gate? Charles told me last night but, uh, yeah",,,
ham,Now only i reached home. . . I am very tired now. . I will come tomorro,,,
ham,Then its most likely called Mittelschmertz. Google it. If you dont have paracetamol dont worry it will go.,,,
ham,Hey mr  and I are going to the sea view and having a couple of gays I mean games! Give me a bell when ya finish ,,,
ham,Oh yes I can speak txt 2 u no! Hmm. Did u get  email?,,,
ham,"Argh my 3g is spotty, anyway the only thing I remember from the research we did was that province and sterling were the only problem-free places we looked at",,,
ham, what number do u live at? Is it 11?,,,
ham,"No, I decided that only people who care about stuff vote and caring about stuff is for losers",,,
ham,WOT U UP 2 J?,,,
ham,Dunno he jus say go lido. Same time 930.,,,
ham,Yesterday its with me only . Now am going home.,,,
ham,Whom you waited for yesterday,,,
ham,It's ok lar. U sleep early too... Nite...,,,
ham,Well its not like you actually called someone a punto. That woulda been worse.,,,
ham,Oh yeah! And my diet just flew out the window,,,
ham,"Cool, want me to go to kappa or should I meet you outside mu",,,
spam,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,,,
ham,"Height of \Oh shit....!!\"" situation: A guy throws a luv letter on a gal but falls on her brothers head whos a gay",".;-):-D""",,
ham,"Bill, as in: Are there any letters for me. iÛªm expecting one from orange that isnÛªt a bill but may still say orange on it.",,,
ham,Yeah get the unlimited,,,
ham,"Sorry, I'll call later",,,
ham,Yeah my usual guy's out of town but there're definitely people around I know,,,
ham,Good day to You too.Pray for me.Remove the teeth as its painful maintaining other stuff.,,,
ham,"\ALRITE HUNNY!WOT U UP 2 2NITE? DIDNT END UP GOIN DOWN TOWN JUS DA PUB INSTEAD! JUS CHILLIN AT DA MO IN ME BEDROOM!LOVE JEN XXX.\""""",,,
ham,Oh my God. I'm almost home,,,
ham,Webpage s not available!,,,
ham,Just curious because my cuz asked what I was up to,,,
ham,U don't remember that old commercial?,,,
ham,You give us back my id proof and  &lt;#&gt;  rs. We wont allow you to work. We will come to your home within days,,,
ham,No da..today also i forgot..,,,
ham,Anyway seriously hit me up when you're back because otherwise I have to light up with armand and he always has shit and/or is vomiting,,,
ham,Nice.nice.how is it working?,,,
ham,Baaaaabe! I misss youuuuu ! Where are you ? I have to go and teach my class at 5 ...,,,
ham,I ask if u meeting da ge tmr nite...,,,
ham,Sorry. || mail? || ,,,
ham,Prakesh is there know.,,,
ham,"Kate jackson rec center before 7ish, right?",,,
ham,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, Being 'SIMPLE' is very difficult...;-) :-)",,,
ham,"Ahhhh...just woken up!had a bad dream about u tho,so i dont like u right now :) i didnt know anything about comedy night but i guess im up for it.",,,
ham,Will it help if we propose going back again tomorrow,,,
spam,Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery,,,
spam,Not heard from U4 a while. Call me now am here all night with just my knickers on. Make me beg for it like U did last time 01223585236 XX Luv Nikiyu4.net,,,
spam,8007 FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W4 5WQ norm 150p/tone 16+,,,
ham,"Haha awesome, be there in a minute",,,
ham,"Machan you go to gym tomorrow,  i wil come late goodnight.",,,
ham,"K will do, addie &amp; I are doing some art so I'll be here when you get home",,,
ham,Wife.how she knew the time of murder exactly,,,
ham,Where's mummy's boy ? Is he being good or bad ? Is he being positive or negative ? Why is mummy being made to wait? Hmmmm?,,,
ham,Stupid auto correct on my phone,,,
ham,"Oh! Shit, I thought that was your trip! Loooooool ... That just makes SO much more sense now ... *grins* and the sofa reference was ... The \sleep on a couch\"" link you sent me ... Wasn't that how you went on your trip ? Oh ... And didn't your babe go with you for that celebration with your rents?""",,,
ham,Is there any movie theatre i can go to and watch unlimited movies and just pay once?,,,
ham,Lol ok. I'll snatch her purse too.,,,
ham,Am i that much bad to avoid like this?,,,
spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. å£1.50 SP:Tyrone,,,
ham,Oh ya ya. I remember da. .,,,
ham,Gud ni8 dear..slp well..take care..swt dreams..Muah..,,,
ham,You said not now. No problem. When you can. Let me know.,,,
ham,"He will, you guys close?",,,
ham,Yup... Ok i go home look at the timings then i msg Ì_ again... Xuhui going to learn on 2nd may too but her lesson is at 8am,,,
ham,U 2.,,,
spam,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a å£1500 Bonus Prize, call 09066364589",,,
ham,Hai priya are you right. What doctor said pa. Where are you.,,,
ham,I tot u outside cos darren say u come shopping. Of course we nice wat. We jus went sim lim look at mp3 player.,,,
ham,Ok lor. I ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat?,,,
ham,"Hi this is yijue, can i meet u at 11 tmr?",,,
ham,Lol enjoy role playing much?,,,
ham,No pic. Please re-send.,,,
ham,Dare i ask... Any luck with sorting out the car?,,,
ham,Ya that one is slow as poo,,,
spam,Urgent Please call 09066612661 from landline. å£5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE award. 20M12AQ. 150ppm. 16+ ÛÏ,,,
spam,You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again,,,
ham,I'm in class. Will holla later,,,
ham,Yes there were many sweets,,,
ham,She.s find. I sent you an offline message to know how anjola's now.,,,
ham,I bought the test yesterday. Its something that lets you know the exact day u ovulate.when will get 2u in about 2 to 3wks. But pls pls dont fret. I know u r worried. Pls relax. Also is there anything in ur past history u need to tell me?,,,
ham,What class of  &lt;#&gt;  reunion?,,,
ham,Cps is causing the outages to conserve energy.,,,
spam,"This is the 2nd time we have tried 2 contact u. U have won the å£750 Pound prize. 2 claim is easy, call 087187272008 NOW1! Only 10p per minute. BT-national-rate.",,,
ham,Wah... Okie okie... Muz make use of e unlimited... Haha... ,,,
ham,Can... I'm free...,,,
ham,You said to me before i went back to bed that you can't sleep for anything.,,,
ham,"No we put party 7 days a week and study lightly, I think we need to draw in some custom checkboxes so they know we're hardcore",,,
ham,"idc get over here, you are not weaseling your way out of this shit twice in a row",,,
spam,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed å£1000 cash or å£5000 prize!,,,
ham,U calling me right? Call my hand phone...,,,
ham,Sure! I am driving but will reach my destination soon.,,,
ham,How will I creep on you now? ;_;,,,
ham,Go chase after her and run her over while she's crossing the street,,,
spam,Your weekly Cool-Mob tones are ready to download !This weeks new Tones include: 1) Crazy Frog-AXEL F>>> 2) Akon-Lonely>>> 3) Black Eyed-Dont P >>>More info in n,,,
ham,Ahhh. Work. I vaguely remember that! What does it feel like? Lol,,,
ham,Have you not finished work yet or something?,,,
ham,"It's cool, we can last a little while. Getting more any time soon?",,,
ham,So there's a ring that comes with the guys costumes. It's there so they can gift their future yowifes. Hint hint,,,
ham,"Each Moment in a day,has its own value-Morning brings hope,afternoon brings faith,Evening brings luv,Night brings rest,Wish u find them all today.Good Morning",,,
ham,How long does applebees fucking take,,,
ham,What was she looking for?,,,
ham,So its to be poking man everyday that they teach you in canada abi! How are you. Just saying hi.,,,
ham,Good night. Am going to sleep.,,,
spam,Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY å£10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&,,,
ham,"no, i *didn't* mean to post it. I wrote it, and like so many other times i've ritten stuff to you, i let it sit there. it WAS what i was feeling at the time. I was angry. Before i left, i hit send, then stop. It wasn't there. I checked on my phone when i got to my car. It wasn't there. You said you didn't sleep, you were bored. So why wouldn't THAT be the time to clean, fold laundry, etc.? At least make the bed?",,,
ham,Cool. So how come you havent been wined and dined before?,,,
ham,"Helloooo... Wake up..! \Sweet\"" \""morning\"" \""welcomes\"" \""You\"" \""Enjoy\"" \""This Day\"" \""with full of joy\"".. \""GUD MRNG\"".""",,,
ham,I attended but nothing is there.,,,
ham,Today am going to college so am not able to atten the class.,,,
ham,Don no da:)whats you plan?,,,
ham,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us",,,
ham,Huh so late... Fr dinner?,,,
ham,Cos i want it to be your thing,,,
ham,HARD BUT TRUE: How much you show &amp;  express your love to someone....that much it will hurt when they leave you or you get seperated...!ö´Ó_??Û¬ud evening...,,,
ham,But i'll b going 2 sch on mon. My sis need 2 take smth.,,,
ham,Still i have not checked it da. . .,,,
ham,Sounds like there could be a lot of time spent in that chastity device boy ... *grins* ... Or take your beatings like a good dog. Going to lounge in a nice long bath now ?,,,
ham,"I call you later, don't have network. If urgnt, sms me.",,,
spam,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693,,,
ham,He also knows about lunch menu only da. . I know,,,
spam,"tddnewsletter@emc1.co.uk (More games from TheDailyDraw) Dear Helen, Dozens of Free Games - with great prizesWith..",,,
spam,No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,,,
spam,ROMCAPspam Everyone around should be responding well to your presence since you are so warm and outgoing. You are bringing in a real breath of sunshine.,,,
ham,"Sir Goodmorning, Once free call me.",,,
ham,"Okey doke. I'm at home, but not dressed cos laying around ill! Speak to you later bout times and stuff. ",,,
ham,"It's cool, let me know before it kicks off around  &lt;#&gt; , I'll be out and about all day",,,
ham,Wot is u up 2 then bitch?,,,
ham,"Aight, can you text me the address?",,,
ham,Sure but since my parents will be working on Tuesday I don't really need a cover story,,,
ham,Just do what ever is easier for you,,,
ham,"A famous quote : when you develop the ability to listen to 'anything' unconditionally without losing your temper or self confidence, it means you are ......... 'MARRIED'",,,
ham,I'm good. Have you registered to vote?,,,
ham,HMM yeah if your not too grooved out! And im looking forward to my pound special :),,,
ham,And several to you sir.,,,
ham,"Sorry, I'll call later  &lt;#&gt; mins",,,
ham,"Call me when you/carlos is/are here, my phone's vibrate is acting up and I might not hear texts",,,
ham,Havent stuck at orchard in my dad's car. Going 4 dinner now. U leh? So r they free tonight?,,,
ham,"Yeah, that's fine! It's å£6 to get in, is that ok? ",,,
ham,"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop",,,
spam,"FreeMSG You have been awarded a FREE mini DIGITAL CAMERA, just reply SNAP to collect your prize! (quizclub Opt out? Stop 80122300p/wk SP:RWM Ph:08704050406)",,,
spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599,,,
spam,"For ur chance to win a å£250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk",,,
spam,Text PASS to 69669 to collect your polyphonic ringtones. Normal gprs charges apply only. Enjoy your tones,,,
spam,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 å£3/wk",,,
ham,"And that is the problem. You walk around in \julianaland\"" oblivious to what is going on around you. I say the same things constantly and they go in one ear and out the other while you go off doing whatever you want to do. It's not that you don't know why I'm upset--it's that you don't listen when i tell you WHAT is going to upset me. Then you want to be surprised when I'm mad.""",,,
ham,Good afternoon starshine! How's my boytoy? Does he crave me yet? Ache to fuck me ? *sips cappuccino* I miss you babe *teasing kiss*,,,
ham,"sure, but make sure he knows we ain't smokin yet",,,
ham,Also where's the piece,,,
ham,Dont hesitate. You know this is the second time she has had weakness like that. So keep i notebook of what she eat and did the day before or if anything changed the day before so that we can be sure its nothing,,,
ham,Alex knows a guy who sells mids but he's down in south tampa and I don't think I could set it up before like 8,,,
